75397,New_Amsterdam_-LRB-TV_series-RRB-,0.860130708842825
75397,Nukaaka_Coster-Waldau,0.8482742326669486
75397,A_Thousand_Times_Good_Night,0.8466139113484201
75397,Ved_verdens_ende,0.8424646444025229
75397,The_Other_Woman_-LRB-2014_film-RRB-,0.8258416056350775
150448,Bedside_Press,0.8787288799364157
150448,Prairie_lake,0.7907035306356403
150448,Myakka_-LRB-soil-RRB-,0.7872884873852785
150448,Joel_Spolsky,0.7600630789832569
150448,Quetzal_-LRB-disambiguation-RRB-,0.756608952203474
214861,History_of_art,0.9069481494322359
214861,Fine_art,0.8119266504645435
214861,Narrative,0.7863096320858545
214861,Art,0.7709834122747043
214861,John_A._Schweitzer,0.7532583181951751
156709,I'm_in_Love_with_a_Church_Girl,0.863961540176883
156709,Cherry_Martinez,0.8501189169573382
156709,Ven_Conmigo_-LRB-song-RRB-,0.849766917995687
156709,Jeannie_Mai,0.8495782183548257
156709,That's_So_Raven_-LRB-season_2-RRB-,0.8468630365270293
129629,List_of_Homeland_episodes,0.8794588054144651
129629,Homeland_-LRB-TV_series-RRB-,0.8503182580510287
129629,Homeland_-LRB-season_4-RRB-,0.8013152372402362
129629,Homeland_-LRB-season_6-RRB-,0.8013152372402362
129629,Homeland_-LRB-season_2-RRB-,0.8013152372402362
149579,You_Can't_Hide_Beautiful,0.9339237661893903
149579,Painted_Desert_Serenade,0.9215079071892556
149579,A_Little_Bit_More,0.9151276014778644
149579,Beautiful_-LRB-Snoop_Dogg_song-RRB-,0.9134606061319772
149579,Stacie_Orrico,0.9108620263475067
6744,Katherine_Orrison,0.9711714307725833
6744,The_Nth_Commandment,0.963460351890332
6744,Ten_Little_Indians_-LRB-Harry_Nilsson_song-RRB-,0.9559859512294562
6744,The_King_of_Kings_-LRB-1927_film-RRB-,0.9504524427697351
6744,After_the_Truth,0.9364882542311717
33078,TD_Garden,0.9371484993572923
33078,Boston_Garden,0.9362257524112861
33078,1974–75_Boston_Celtics_season,0.9341090676509274
33078,Boston_Celtics,0.9294913288487073
33078,1985–86_Boston_Celtics_season,0.9223675566131685
229289,Neal_Schon,0.9250875287771131
229289,Electric_World,0.8893682259510283
229289,Tetragonoderus,0.8893682259510283
229289,Planet_Us,0.8893682259510283
229289,Soul_SirkUS,0.8893682259510283
83235,Skyhooks_-LRB-band-RRB-,0.8534001756594085
83235,Watchman_Island,0.8289394105753074
83235,French_Somaliland_in_World_War_II,0.8185720660275241
83235,British_NVC_community_U19_-LRB-Thelypteris_limbosperma_-_Blechnum_spicant_community-RRB-,0.7605356394644396
83235,Limbo_-LRB-weapon-RRB-,0.745456951612704
